# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 24 01:32:12 2021
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
GJ 3470 b,1.3660,,,,,,,,,,0.07876,0.00269,-0.00269,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.3710,,,,,,,,,,0.07241,0.00288,-0.00288,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.3760,,,,,,,,,,0.08271,0.00286,-0.00286,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.3800,,,,,,,,,,0.07755,0.00253,-0.00253,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.3850,,,,,,,,,,0.07185,0.00294,-0.00294,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.3900,,,,,,,,,,0.07631,0.00280,-0.00280,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.3940,,,,,,,,,,0.07902,0.00241,-0.00241,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.3990,,,,,,,,,,0.07898,0.00255,-0.00255,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4040,,,,,,,,,,0.07616,0.00258,-0.00258,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4080,,,,,,,,,,0.08306,0.00289,-0.00289,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4130,,,,,,,,,,0.07857,0.00226,-0.00226,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4180,,,,,,,,,,0.06891,0.00329,-0.00329,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4220,,,,,,,,,,0.08018,0.00278,-0.00278,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4270,,,,,,,,,,0.07342,0.00328,-0.00328,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4320,,,,,,,,,,0.08046,0.00212,-0.00212,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4360,,,,,,,,,,0.07819,0.00281,-0.00281,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4410,,,,,,,,,,0.08028,0.00242,-0.00242,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4450,,,,,,,,,,0.08427,0.00233,-0.00233,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4500,,,,,,,,,,0.07419,0.00296,-0.00296,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4550,,,,,,,,,,0.07692,0.00272,-0.00272,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4590,,,,,,,,,,0.08261,0.00239,-0.00239,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4640,,,,,,,,,,0.08052,0.00239,-0.00239,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4690,,,,,,,,,,0.07318,0.00245,-0.00245,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4730,,,,,,,,,,0.07988,0.00235,-0.00235,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4780,,,,,,,,,,0.08339,0.00221,-0.00221,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4830,,,,,,,,,,0.07779,0.00239,-0.00239,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4870,,,,,,,,,,0.07916,0.00180,-0.00180,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4920,,,,,,,,,,0.07709,0.00220,-0.00220,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.4970,,,,,,,,,,0.08431,0.00218,-0.00218,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5010,,,,,,,,,,0.07801,0.00211,-0.00211,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5060,,,,,,,,,,0.07541,0.00238,-0.00238,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5100,,,,,,,,,,0.07906,0.00239,-0.00239,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5150,,,,,,,,,,0.07506,0.00249,-0.00249,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5200,,,,,,,,,,0.07624,0.00196,-0.00196,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5240,,,,,,,,,,0.07865,0.00259,-0.00259,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5290,,,,,,,,,,0.07707,0.00254,-0.00254,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5340,,,,,,,,,,0.07780,0.00240,-0.00240,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5380,,,,,,,,,,0.07305,0.00255,-0.00255,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5430,,,,,,,,,,0.07378,0.00458,-0.00458,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5480,,,,,,,,,,0.07773,0.00277,-0.00277,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5520,,,,,,,,,,0.07739,0.00247,-0.00247,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5570,,,,,,,,,,0.08317,0.00223,-0.00223,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5620,,,,,,,,,,0.07987,0.00209,-0.00209,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5660,,,,,,,,,,0.07515,0.00213,-0.00213,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5710,,,,,,,,,,0.08324,0.00222,-0.00222,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5750,,,,,,,,,,0.08242,0.00232,-0.00232,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5800,,,,,,,,,,0.07739,0.00230,-0.00230,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5850,,,,,,,,,,0.07902,0.00204,-0.00204,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5890,,,,,,,,,,0.07823,0.00244,-0.00244,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5940,,,,,,,,,,0.07863,0.00253,-0.00253,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.5990,,,,,,,,,,0.08002,0.00238,-0.00238,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.6030,,,,,,,,,,0.07578,0.00261,-0.00261,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.6080,,,,,,,,,,0.07894,0.00239,-0.00239,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.6130,,,,,,,,,,0.08069,0.00255,-0.00255,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.6170,,,,,,,,,,0.08044,0.00227,-0.00227,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.6220,,,,,,,,,,0.07980,0.00244,-0.00244,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.6270,,,,,,,,,,0.08002,0.00235,-0.00235,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.6310,,,,,,,,,,0.07912,0.00264,-0.00264,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.6360,,,,,,,,,,0.07878,0.00231,-0.00231,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.6400,,,,,,,,,,0.08008,0.00221,-0.00221,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.6450,,,,,,,,,,0.07879,0.00234,-0.00234,0,,,,,<a refstr=EHRENREICH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..89E/abstract target=ref>Ehrenreich et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
GJ 3470 b,1.2150,,,,,,,,,,0.07536,0.00079,-0.00079,0,2456247.299540,0.000190,-0.000190,0,<a refstr=FUKUI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...95F/abstract target=ref>Fukui et al. 2013</a>,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 1.88m Telescope,ISLE
GJ 3470 b,0.7886,,,,,,,,,,0.07970,0.00140,-0.00140,0,2456247.299540,0.000190,-0.000190,0,<a refstr=FUKUI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...95F/abstract target=ref>Fukui et al. 2013</a>,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 0.5m Telescope,
GJ 3470 b,0.6469,,,,,,,,,,0.07700,0.00190,-0.00190,0,2456247.299540,0.000190,-0.000190,0,<a refstr=FUKUI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...95F/abstract target=ref>Fukui et al. 2013</a>,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 0.5m Telescope,
GJ 3470 b,0.4858,,,,,,,,,,0.08000,0.00300,-0.00300,0,2456247.299540,0.000190,-0.000190,0,<a refstr=FUKUI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...95F/abstract target=ref>Fukui et al. 2013</a>,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 0.5m Telescope,
GJ 3470 b,2.1100,0.0400,,,,,,,,,0.07750,0.00330,-0.00360,0,2456390.775800,0.000400,-0.000400,0,<a refstr=CROSSFIELD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...559A..33C/abstract target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
GJ 3470 b,2.1500,0.0400,,,,,,,,,0.08000,0.00270,-0.00220,0,2456390.775800,0.000400,-0.000400,0,<a refstr=CROSSFIELD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...559A..33C/abstract target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
GJ 3470 b,2.1900,0.0400,,,,,,,,,0.08070,0.00270,-0.00240,0,2456390.775800,0.000400,-0.000400,0,<a refstr=CROSSFIELD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...559A..33C/abstract target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
GJ 3470 b,2.2350,0.0500,,,,,,,,,0.07850,0.00210,-0.00200,0,2456390.775800,0.000400,-0.000400,0,<a refstr=CROSSFIELD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...559A..33C/abstract target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
GJ 3470 b,2.2850,0.0500,,,,,,,,,0.07930,0.00220,-0.00260,0,2456390.775800,0.000400,-0.000400,0,<a refstr=CROSSFIELD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...559A..33C/abstract target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
GJ 3470 b,2.3350,0.0500,,,,,,,,,0.07670,0.00240,-0.00210,0,2456390.775800,0.000400,-0.000400,0,<a refstr=CROSSFIELD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...559A..33C/abstract target=ref>Crossfield et al. 2013</a>,KECK I Telescope,MOSFIRE
GJ 3470 b,0.9635,,,,,,,,,,0.07484,0.00052,-0.00048,0,2456340.725590,0.000090,-0.000110,0,<a refstr=NASCIMBENI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...559A..32N/abstract target=ref>Nascimbeni et al. 2013</a>,Large Binocular Telescope Observatory,LBC
GJ 3470 b,0.3575,,,,,,,,,,0.08210,0.00130,-0.00130,0,2456340.725590,0.000090,-0.000110,0,<a refstr=NASCIMBENI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...559A..32N/abstract target=ref>Nascimbeni et al. 2013</a>,Large Binocular Telescope Observatory,LBC
WASP-19 b,0.4858,,,,,,,,,,0.14206,0.00038,-0.00038,0,,,,,<a refstr=MANCINI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.436....2M/abstract target=ref> Mancini et al. 2013 </a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
WASP-19 b,0.6290,,,,,,,,,,0.14372,0.00056,-0.00056,0,,,,,<a refstr=MANCINI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.436....2M/abstract target=ref> Mancini et al. 2013 </a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
WASP-19 b,0.7706,,,,,,,,,,0.14386,0.00080,-0.00080,0,,,,,<a refstr=MANCINI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.436....2M/abstract target=ref> Mancini et al. 2013 </a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
WASP-19 b,0.9222,,,,,,,,,,0.14207,0.00058,-0.00058,0,,,,,<a refstr=MANCINI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.436....2M/abstract target=ref> Mancini et al. 2013 </a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
WASP-19 b,0.6469,,,,,,,,,,0.14028,0.00121,-0.00121,0,,,,,<a refstr=MANCINI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.436....2M/abstract target=ref> Mancini et al. 2013 </a>,Danish 1.54m telescope at European Southern Observatory,DFOSC imager
WASP-19 b,0.6469,,,,,,,,,,0.14722,0.00270,-0.00270,0,,,,,<a refstr=MANCINI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.436....2M/abstract target=ref> Mancini et al. 2013 </a>,0.3-m Perth Exoplanet Survey Telescope,
GJ 1214 b,2.1400,,,,,,,,,,0.11730,0.00220,-0.00240,0,2455783.594150,0.000240,-0.000250,0,<a refstr=C_AACUTE_CERES_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...565A...7C/abstract target=ref>C&aacute;ceres et al. 2014</a>,The Southern Astrophysical Research Telescope,OSIRIS
GJ 1214 b,0.8665,,,,,,,,,,0.11735,0.00072,-0.00076,0,2455315.794750,0.000110,-0.000100,0,<a refstr=C_AACUTE_CERES_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...565A...7C/abstract target=ref>C&aacute;ceres et al. 2014</a>,The Southern Astrophysical Research Telescope,SOI
WASP-12 b,0.7280,0.0150,1.409000,0.021000,-0.021000,0,,,,,,,,,,,,,<a refstr=STEVENSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..161S/abstract target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-12 b,0.7430,0.0150,1.441000,0.012000,-0.012000,0,,,,,,,,,,,,,<a refstr=STEVENSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..161S/abstract target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-12 b,0.7570,0.0150,1.423000,0.006000,-0.006000,0,,,,,,,,,,,,,<a refstr=STEVENSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..161S/abstract target=ref>Stevenson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
